Title,Year,Age,Netflix,Hulu,Disney,Key,Writer,Genre,IMDB_Rating,IMDB_Votes,Rotten_Tomatoes,Country,Awards
Tree Fu Tom,2012,all,0,1,0,Tree Fu Tom2012,"Daniel Bays, Dan Hodgkins","Animation, Action, Adventure, Family, Fantasy",5.3,159,0,UK,0
Tree Fu Tom,2012,all,0,1,0,Tree Fu Tom2012,"Daniel Bays, Dan Hodgkins","Animation, Action, Adventure, Family, Fantasy",5.3,159,0,UK,0
Deadly Wives,2013,,0,1,0,Deadly Wives2013,0,"Documentary, Crime, Drama",8.6,31,0,USA,0
Hot Package,2012,18+,0,1,0,Hot Package2012,Derrick Beckles,Comedy,6.6,144,0,USA,0
RocketJump: The Show,2015,16+,0,1,0,RocketJump: The Show2015,Ben M. Waller,"Action, Comedy",6.9,122,0,USA,4 nominations.
Glam Masters,2018,,0,1,0,Glam Masters2018,0,Reality-TV,4.5,121,0,USA,0
A New Leaf,2019,,0,1,0,A New Leaf2019,0,0,0.0,0,0,USA,0
Spin the Wheel,2019,,0,1,0,Spin the Wheel2019,"Andrew Glassman, Justin Timberlake",Game-Show,4.8,174,0,USA,0
The Bravest Knight,2019,,0,1,0,The Bravest Knight2019,0,"Animation, Family",6.1,76,0,0,1 nomination.
Born Behind Bars,2017,,0,1,0,Born Behind Bars2017,0,Reality-TV,8.1,17,0,USA,0
Bobby Flay's Barbecue Addiction,2011,7+,0,1,0,Bobby Flay's Barbecue Addiction2011,0,0,6.2,23,0,USA,3 wins.
The Family Chantel,2019,,0,1,0,The Family Chantel2019,0,Reality-TV,2.8,217,0,USA,0
Divided States,2018,16+,0,1,0,Divided States2018,0,Documentary,6.6,41,0,USA,0
Divided States,2018,16+,0,1,0,Divided States2018,0,Documentary,6.6,41,0,USA,0
Grey's Anatomy: B-Team,2018,,0,1,0,Grey's Anatomy: B-Team2018,0,Drama,8.2,457,0,USA,0
Utawarerumono: The False Faces,2015,16+,0,1,0,Utawarerumono: The False Faces2015,0,"Animation, Adventure, Fantasy",6.6,70,0,Japan,0
Cold Hearted,2018,16+,0,1,0,Cold Hearted2018,0,Crime,7.1,14,0,USA,0
O.J. Simpson: The Lost Confession?,2018,,0,1,0,O.J. Simpson: The Lost Confession?2018,0,Documentary,6.8,77,0,USA,0
Flophouse,2016,16+,0,1,0,Flophouse2016,Lance Bangs,"Documentary, Comedy",5.4,32,0,USA,0
Joe and Jack,2012,all,0,1,0,Joe and Jack2012,0,Animation,4.8,16,0,Ireland,0
America's Cutest,2009,7+,0,1,0,America's Cutest2009,0,Reality-TV,7.1,48,0,USA,0
Noches con Platanito,2013,,0,1,0,Noches con Platanito2013,0,"Comedy, Music, Talk-Show",5.9,41,0,USA,0
"Underworld, Inc.",2015,7+,0,1,0,"Underworld, Inc.2015",0,Documentary,7.0,179,0,UK,0
Earth Odyssey with Dylan Dreyer,2019,,0,1,0,Earth Odyssey with Dylan Dreyer2019,0,"Adventure, Biography",6.8,10,0,USA,0
Earth Odyssey with Dylan Dreyer,2019,,0,1,0,Earth Odyssey with Dylan Dreyer2019,0,"Adventure, Biography",6.8,10,0,USA,0
Egg Birds,2014,,0,1,0,Egg Birds2014,0,0,0.0,0,0,USA,0
Jammers,2011,,0,1,0,Jammers2011,0,Animation,0.0,0,0,UK,0
When Sharks Attack,2013,,0,1,0,When Sharks Attack2013,0,Documentary,6.6,50,0,USA,0
When Sharks Attack,2013,,0,1,0,When Sharks Attack2013,0,Documentary,6.6,50,0,USA,0
When Sharks Attack,2013,,0,1,0,When Sharks Attack2013,0,Documentary,6.6,50,0,USA,0
Tulli,2011,,0,1,0,Tulli2011,0,Documentary,4.4,11,0,Finland,0
Activate: The Global Citizen Movement,2019,,0,1,0,Activate: The Global Citizen Movement2019,0,Documentary,4.3,18,0,USA,0
Supernoobs,2015,7+,0,1,0,Supernoobs2015,Scott Fellows,"Animation, Action, Comedy",3.5,335,0,Canada,0
CNBC Titans,2010,all,0,1,0,CNBC Titans2010,0,Biography,7.4,9,0,USA,0
CNBC Titans,2010,all,0,1,0,CNBC Titans2010,0,Biography,7.4,9,0,USA,0
Four of a Kind,2011,,0,1,0,Four of a Kind2011,0,Reality-TV,4.7,9,0,USA,0
Four of a Kind,2011,,0,1,0,Four of a Kind2011,0,Reality-TV,4.7,9,0,USA,0
AwesomenessTV,2013,7+,0,1,0,AwesomenessTV2013,Brian Robbins,Comedy,2.4,319,0,USA,0
AwesomenessTV,2013,7+,0,1,0,AwesomenessTV2013,Brian Robbins,Comedy,2.4,319,0,USA,0
AwesomenessTV,2013,7+,0,1,0,AwesomenessTV2013,Brian Robbins,Comedy,2.4,319,0,USA,0
Tiny Beats,2013,,0,1,0,Tiny Beats2013,0,0,0.0,0,0,USA,0
Consumer 101,2018,all,0,1,0,Consumer 1012018,0,News,4.0,35,0,USA,0
Sneaker Shopping,2014,,0,1,0,Sneaker Shopping2014,0,Talk-Show,0.0,0,0,USA,0
Dish Nation,2011,7+,0,1,0,Dish Nation2011,Stu Weiss,News,4.2,332,0,USA,0
Dish Nation,2011,7+,0,1,0,Dish Nation2011,Stu Weiss,News,4.2,332,0,USA,0
Dish Nation,2011,7+,0,1,0,Dish Nation2011,Stu Weiss,News,4.2,332,0,USA,0
Los Cowboys,2015,,0,1,0,Los Cowboys2015,0,Reality-TV,0.0,0,0,USA,0
Counting On,2015,,0,1,0,Counting On2015,0,Reality-TV,5.0,300,0,USA,0
Paint Me a Story,2014,,0,1,0,Paint Me a Story2014,0,0,0.0,0,0,USA,0
Day of Gluttony,2014,,0,1,0,Day of Gluttony2014,0,Documentary,0.0,0,0,USA,0
Day of Gluttony,2014,,0,1,0,Day of Gluttony2014,0,Documentary,0.0,0,0,USA,0
Day of Gluttony,2014,,0,1,0,Day of Gluttony2014,0,Documentary,0.0,0,0,USA,0
Redacted Tonight,2014,,0,1,0,Redacted Tonight2014,0,Comedy,7.7,31,0,USA,0
Pressure Cook,2007,,0,1,0,Pressure Cook2007,0,Reality-TV,7.6,29,0,USA,0
Pressure Cook,2007,,0,1,0,Pressure Cook2007,0,Reality-TV,7.6,29,0,USA,0
Sean in the Wild,2017,,0,1,0,Sean in the Wild2017,Chris Schonberger,0,0.0,0,0,USA,0
Hot Gay Comics,2008,,0,1,0,Hot Gay Comics2008,0,Comedy,5.0,8,0,USA,0
Fields of Glory,2004,,0,1,0,Fields of Glory2004,0,Sport,0.0,0,0,USA,0
Package Deal,2013,,0,1,0,Package Deal2013,0,Comedy,3.8,429,0,Canada,2 wins & 4 nominations.
Package Deal,2013,,0,1,0,Package Deal2013,0,Comedy,3.8,429,0,Canada,2 wins & 4 nominations.
The Happy Days of Garry Marshall,2020,,0,1,0,The Happy Days of Garry Marshall2020,John Scheinfeld,Documentary,8.0,28,0,USA,0
HobbyKids Adventures,2019,,0,1,0,HobbyKids Adventures2019,Butch Hartman,"Animation, Family",0.0,0,0,USA,0
HobbyKids Adventures,2019,,0,1,0,HobbyKids Adventures2019,Butch Hartman,"Animation, Family",0.0,0,0,USA,0
Crafty Rafty,2014,,0,1,0,Crafty Rafty2014,0,0,0.0,0,0,USA,0
Drain the Oceans,2018,,0,1,0,Drain the Oceans2018,Sophie Elwin-Harris,"Documentary, History, Mystery",7.6,270,0,"UK, Australia",1 win.
Big Bugs Band,2011,,0,1,0,Big Bugs Band2011,0,Animation,6.0,5,0,USA,0
Savage Kingdom,2016,,0,1,0,Savage Kingdom2016,0,Documentary,8.5,288,0,USA,0
Savage Kingdom,2016,,0,1,0,Savage Kingdom2016,0,Documentary,8.5,288,0,USA,0
Dinner with Dad,2017,,0,1,0,Dinner with Dad2017,0,0,0.0,0,0,USA,0
Kids Halloween Baking Championship,2016,,0,1,0,Kids Halloween Baking Championship2016,0,Game-Show,7.0,5,0,USA,0
Nina's World,2015,,0,1,0,Nina's World2015,0,"Animation, Family",5.8,43,0,USA,1 win & 1 nomination.
Page Six TV,2017,7+,0,1,0,Page Six TV2017,0,News,4.1,15,0,USA,0
Page Six TV,2017,7+,0,1,0,Page Six TV2017,0,News,4.1,15,0,USA,0
Page Six TV,2017,7+,0,1,0,Page Six TV2017,0,News,4.1,15,0,USA,0
Page Six TV,2017,7+,0,1,0,Page Six TV2017,0,News,4.1,15,0,USA,0
Amar y Temer,2011,,0,1,0,Amar y Temer2011,0,"Crime, Drama, Mystery, Thriller",8.3,21,0,Colombia,1 win & 2 nominations.
Behind the Bar,2011,,0,1,0,Behind the Bar2011,0,Reality-TV,0.0,0,0,USA,0
Return to Downton Abbey: A Grand Event,2019,,0,1,0,Return to Downton Abbey: A Grand Event2019,David O'Brien,Documentary,5.8,5,0,Ireland,0
Return to Downton Abbey: A Grand Event,2019,,0,1,0,Return to Downton Abbey: A Grand Event2019,David O'Brien,Documentary,5.8,5,0,Ireland,0
With All Due Respect,2014,,0,1,0,With All Due Respect2014,0,Talk-Show,8.2,16,0,USA,0
NASA 360,2008,all,0,1,0,NASA 3602008,0,Documentary,6.8,5,0,USA,1 nomination.
NASA 360,2008,all,0,1,0,NASA 3602008,0,Documentary,6.8,5,0,USA,1 nomination.
Buried Secrets of WWII,2019,,0,1,0,Buried Secrets of WWII2019,0,Documentary,6.8,5,0,UK,0
Buried Secrets of WWII,2019,,0,1,0,Buried Secrets of WWII2019,0,Documentary,6.8,5,0,UK,0
Buried Secrets of WWII,2019,,0,1,0,Buried Secrets of WWII2019,0,Documentary,6.8,5,0,UK,0
The Alec Baldwin Show,2018,,0,1,0,The Alec Baldwin Show2018,0,Talk-Show,3.3,344,0,USA,0
Tricky Tracks,2012,,0,1,0,Tricky Tracks2012,0,0,0.0,0,0,UK,0
Go Eco,2014,,0,1,0,Go Eco2014,0,0,0.0,0,0,USA,0
Gold Medal Families,2016,18+,0,1,0,Gold Medal Families2016,0,Reality-TV,0.0,0,0,USA,0
Gold Medal Families,2016,18+,0,1,0,Gold Medal Families2016,0,Reality-TV,0.0,0,0,USA,0
Grandpa Joe's Magical Playground,2015,,0,1,0,Grandpa Joe's Magical Playground2015,0,Animation,0.0,0,0,USA,0
Cuddlies,2011,,0,1,0,Cuddlies2011,0,0,0.0,0,0,USA,0
She's Living for This,2012,,0,1,0,She's Living for This2012,0,Comedy,5.8,12,0,USA,0
Walter and Dude,2012,,0,1,0,Walter and Dude2012,0,0,0.0,0,0,UK,0
The Making of Frozen: A Return to Arendelle,2016,,0,1,0,The Making of Frozen: A Return to Arendelle2016,Megan Harding,"Documentary, Animation",6.8,8,0,USA,0
The Making of Frozen: A Return to Arendelle,2016,,0,1,0,The Making of Frozen: A Return to Arendelle2016,Megan Harding,"Documentary, Animation",6.8,8,0,USA,0
Howie Mandel's Animals Doing Things,2018,,0,1,0,Howie Mandel's Animals Doing Things2018,0,Comedy,3.5,19,0,USA,0
Draco,2011,,0,1,0,Draco2011,0,0,0.0,0,0,UK,0
Draco,2011,,0,1,0,Draco2011,0,0,0.0,0,0,UK,0
Taraji and Terrence's White Hot Holidays,2015,,0,1,0,Taraji and Terrence's White Hot Holidays2015,"Diallo Riddle, Bashir Salahuddin, Chris Spencer","Comedy, Music",8.1,10,0,USA,0
Taraji and Terrence's White Hot Holidays,2015,,0,1,0,Taraji and Terrence's White Hot Holidays2015,"Diallo Riddle, Bashir Salahuddin, Chris Spencer","Comedy, Music",8.1,10,0,USA,0
On the Run Eating,2018,7+,0,1,0,On the Run Eating2018,0,0,0.0,0,0,USA,0
We Day 2017,2017,,0,1,0,We Day 20172017,0,Music,0.0,0,0,USA,0
NASA X,2012,,0,1,0,NASA X2012,0,Family,0.0,0,0,USA,0
Aurora,2010,,0,1,0,Aurora2010,Cristi Puiu,Drama,6.6,1656,0,"Romania, France, Switzerland, Germany",7 wins & 8 nominations.
Aurora,2010,,0,1,0,Aurora2010,Cristi Puiu,Drama,6.6,1656,0,"Romania, France, Switzerland, Germany",7 wins & 8 nominations.
Maya and Yaya,2014,,0,1,0,Maya and Yaya2014,0,Animation,0.0,0,0,USA,0
Maya and Yaya,2014,,0,1,0,Maya and Yaya2014,0,Animation,0.0,0,0,USA,0
Maya and Yaya,2014,,0,1,0,Maya and Yaya2014,0,Animation,0.0,0,0,USA,0
Play Time,2008,,0,1,0,Play Time2008,Hana Geißendörfer,"Short, Drama",6.6,10,0,"UK, Germany",1 win.
Play Time,2008,,0,1,0,Play Time2008,Hana Geißendörfer,"Short, Drama",6.6,10,0,"UK, Germany",1 win.
2111,2012,,0,1,0,21112012,0,Documentary,0.0,0,0,Argentina,0
Blissful Thinking,2017,,0,1,0,Blissful Thinking2017,0,Comedy,0.0,0,0,USA,0
Blissful Thinking,2017,,0,1,0,Blissful Thinking2017,0,Comedy,0.0,0,0,USA,0
Blissful Thinking,2017,,0,1,0,Blissful Thinking2017,0,Comedy,0.0,0,0,USA,0
Grey's Anatomy: Post-Op,2017,,0,1,0,Grey's Anatomy: Post-Op2017,0,"Family, Reality-TV, Talk-Show",0.0,0,0,USA,0
Grey's Anatomy: Post-Op,2017,,0,1,0,Grey's Anatomy: Post-Op2017,0,"Family, Reality-TV, Talk-Show",0.0,0,0,USA,0
Mr. Snail,2014,,0,1,0,Mr. Snail2014,0,0,0.0,0,0,UK,0
Mr. Snail,2014,,0,1,0,Mr. Snail2014,0,0,0.0,0,0,UK,0
pocket.watch JillianTubeHD Ultimate mishmash,2018,,0,1,0,pocket.watch JillianTubeHD Ultimate mishmash2018,0,Family,0.0,0,0,USA,0
Stand Up to Cancer,2008,,0,1,0,Stand Up to Cancer2008,"Dave Boone, Jon Macks, Laura Ziskin",Music,7.7,101,0,USA,0
Time for Bed with Punam Patel,2017,,0,1,0,Time for Bed with Punam Patel2017,0,0,0.0,0,0,USA,0
A Murder on Orchard Street,2017,,0,1,0,A Murder on Orchard Street2017,0,Crime,7.0,7,0,USA,0
A Murder on Orchard Street,2017,,0,1,0,A Murder on Orchard Street2017,0,Crime,7.0,7,0,USA,0
A Murder on Orchard Street,2017,,0,1,0,A Murder on Orchard Street2017,0,Crime,7.0,7,0,USA,0
A Murder on Orchard Street,2017,,0,1,0,A Murder on Orchard Street2017,0,Crime,7.0,7,0,USA,0
A Murder on Orchard Street,2017,,0,1,0,A Murder on Orchard Street2017,0,Crime,7.0,7,0,USA,0
pocket.watch Ryan Toys Review Ultimate mishmash,2018,,0,1,0,pocket.watch Ryan Toys Review Ultimate mishmash2018,0,Family,0.0,0,0,USA,0
The Adventures of Dr. Buckeye Bottoms,2017,,0,1,0,The Adventures of Dr. Buckeye Bottoms2017,0,Reality-TV,9.1,32,0,USA,0
Going Si-ral,2016,,0,1,0,Going Si-ral2016,0,Comedy,6.6,38,0,USA,0
Going Si-ral,2016,,0,1,0,Going Si-ral2016,0,Comedy,6.6,38,0,USA,0
A Brief History,2016,,0,1,0,A Brief History2016,0,0,0.0,0,0,USA,0
A Brief History,2016,,0,1,0,A Brief History2016,0,0,0.0,0,0,USA,0
Superstructures: Engineering Marvels,2019,,0,1,0,Superstructures: Engineering Marvels2019,0,Documentary,0.0,0,0,USA,0
Chief Kim,2017,,0,1,0,Chief Kim2017,0,Comedy,7.6,502,0,South Korea,3 wins & 7 nominations.
Stick with Mick,2011,,0,1,0,Stick with Mick2011,0,Animation,6.2,6,0,USA,0
Stick with Mick,2011,,0,1,0,Stick with Mick2011,0,Animation,6.2,6,0,USA,0
Around The Way,2019,,0,1,0,Around The Way2019,0,Documentary,0.0,0,0,USA,0
Around The Way,2019,,0,1,0,Around The Way2019,0,Documentary,0.0,0,0,USA,0
Around The Way,2019,,0,1,0,Around The Way2019,0,Documentary,0.0,0,0,USA,0
Around The Way,2019,,0,1,0,Around The Way2019,0,Documentary,0.0,0,0,USA,0
Thingstarter,2013,,0,1,0,Thingstarter2013,0,Comedy,0.0,0,0,USA,0
Untamed with Filipe DeAndrade,2017,,0,1,0,Untamed with Filipe DeAndrade2017,0,Adventure,0.0,0,0,USA,0
Untamed with Filipe DeAndrade,2017,,0,1,0,Untamed with Filipe DeAndrade2017,0,Adventure,0.0,0,0,USA,0
BBQuest,2018,,0,1,0,BBQuest2018,0,Documentary,6.6,7,0,USA,0
BBQuest,2018,,0,1,0,BBQuest2018,0,Documentary,6.6,7,0,USA,0
Truth and Lies: Watergate,2017,,0,1,0,Truth and Lies: Watergate2017,0,Documentary,7.1,10,0,USA,0
NASA Television Documentaries,2015,,0,1,0,NASA Television Documentaries2015,0,0,0.0,0,0,USA,0
NASA Television Documentaries,2015,,0,1,0,NASA Television Documentaries2015,0,0,0.0,0,0,USA,0
Wilderness Vet,2016,,0,1,0,Wilderness Vet2016,0,Family,8.3,12,0,USA,0
Flip and Flash,2014,,0,1,0,Flip and Flash2014,0,0,0.0,0,0,USA,0
In the Giggle Park,2014,,0,1,0,In the Giggle Park2014,0,Animation,0.0,0,0,USA,0
In the Giggle Park,2014,,0,1,0,In the Giggle Park2014,0,Animation,0.0,0,0,USA,0
Tiny Nuts,2014,,0,1,0,Tiny Nuts2014,0,Comedy,0.0,0,0,USA,0
Coming to the Stage,2003,,0,1,0,Coming to the Stage2003,0,Comedy,0.0,0,0,USA,1 nomination.
BabyFirst Nursery Songs,2015,,0,1,0,BabyFirst Nursery Songs2015,0,0,0.0,0,0,USA,0
Finding the Next,2016,,0,1,0,Finding the Next2016,0,0,0.0,0,0,USA,0
Finding the Next,2016,,0,1,0,Finding the Next2016,0,0,0.0,0,0,USA,0
Finding the Next,2016,,0,1,0,Finding the Next2016,0,0,0.0,0,0,USA,0
Finding the Next,2016,,0,1,0,Finding the Next2016,0,0,0.0,0,0,USA,0
Finding the Next,2016,,0,1,0,Finding the Next2016,0,0,0.0,0,0,USA,0
Finding the Next,2016,,0,1,0,Finding the Next2016,0,0,0.0,0,0,USA,0
Finding the Next,2016,,0,1,0,Finding the Next2016,0,0,0.0,0,0,USA,0
Pop Trigger,2012,,0,1,0,Pop Trigger2012,0,Talk-Show,5.9,33,0,USA,0
Pop Trigger,2012,,0,1,0,Pop Trigger2012,0,Talk-Show,5.9,33,0,USA,0
Pop Trigger,2012,,0,1,0,Pop Trigger2012,0,Talk-Show,5.9,33,0,USA,0
Pop Trigger,2012,,0,1,0,Pop Trigger2012,0,Talk-Show,5.9,33,0,USA,0
Pop Trigger,2012,,0,1,0,Pop Trigger2012,0,Talk-Show,5.9,33,0,USA,0
Rosaline,2016,,0,1,0,Rosaline2016,Daniel Errico,"Animation, Short",7.1,7,0,USA,0
Because of an Earlier Incident,2012,,0,1,0,Because of an Earlier Incident2012,0,0,0.0,0,0,USA,0
Magic Eye Shark Movie,2013,,0,1,0,Magic Eye Shark Movie2013,0,Comedy,0.0,0,0,USA,0
Magic Eye Shark Movie,2013,,0,1,0,Magic Eye Shark Movie2013,0,Comedy,0.0,0,0,USA,0
UFC Ultimate Knockouts,2014,,0,1,0,UFC Ultimate Knockouts2014,0,0,0.0,0,0,USA,0
UFC Ultimate Knockouts,2014,,0,1,0,UFC Ultimate Knockouts2014,0,0,0.0,0,0,USA,0
"Build Small, Live Anywhere",2015,,0,1,0,"Build Small, Live Anywhere2015",0,Reality-TV,0.0,0,0,USA,1 nomination.
"Build Small, Live Anywhere",2015,,0,1,0,"Build Small, Live Anywhere2015",0,Reality-TV,0.0,0,0,USA,1 nomination.
"Build Small, Live Anywhere",2015,,0,1,0,"Build Small, Live Anywhere2015",0,Reality-TV,0.0,0,0,USA,1 nomination.
Jeremiah Bullfrog Forks It,2017,,0,1,0,Jeremiah Bullfrog Forks It2017,0,Reality-TV,0.0,0,0,USA,0
Revolt,2017,,0,1,0,Revolt2017,"Rowan Athale, Joe Miale","Action, Adventure, Sci-Fi",5.2,8186,0,UK,1 nomination.
Revolt,2017,,0,1,0,Revolt2017,"Rowan Athale, Joe Miale","Action, Adventure, Sci-Fi",5.2,8186,0,UK,1 nomination.
Revolt,2017,,0,1,0,Revolt2017,"Rowan Athale, Joe Miale","Action, Adventure, Sci-Fi",5.2,8186,0,UK,1 nomination.
Trials of the Wild,2018,,0,1,0,Trials of the Wild2018,0,Documentary,0.0,0,0,USA,0
Trials of the Wild,2018,,0,1,0,Trials of the Wild2018,0,Documentary,0.0,0,0,USA,0
Heritage,2015,,0,1,0,Heritage2015,0,Documentary,0.0,0,0,USA,0
Strait Talk with Matt & LZ,2016,,0,1,0,Strait Talk with Matt & LZ2016,0,0,0.0,0,0,USA,0
Strait Talk with Matt & LZ,2016,,0,1,0,Strait Talk with Matt & LZ2016,0,0,0.0,0,0,USA,0
Gen H,2012,,0,1,0,Gen H2012,0,0,0.0,0,0,USA,0
Gen H,2012,,0,1,0,Gen H2012,0,0,0.0,0,0,USA,0
Gen H,2012,,0,1,0,Gen H2012,0,0,0.0,0,0,USA,0
Gen H,2012,,0,1,0,Gen H2012,0,0,0.0,0,0,USA,0
Puertas al Mas Alla,2012,,0,1,0,Puertas al Mas Alla2012,0,0,0.0,0,0,USA,0
Puertas al Mas Alla,2012,,0,1,0,Puertas al Mas Alla2012,0,0,0.0,0,0,USA,0
ESL Bootcamp: Immortals,2017,,0,1,0,ESL Bootcamp: Immortals2017,0,0,0.0,0,0,USA,0
Red Nose Day,2015,,0,1,0,Red Nose Day2015,Jon Macks,"Comedy, Music",7.8,26,0,0,0
ESL: Replay,2017,,0,1,0,ESL: Replay2017,0,Reality-TV,0.0,0,0,USA,0
ESL: Replay,2017,,0,1,0,ESL: Replay2017,0,Reality-TV,0.0,0,0,USA,0
ESL: Replay,2017,,0,1,0,ESL: Replay2017,0,Reality-TV,0.0,0,0,USA,0
ESL: Replay,2017,,0,1,0,ESL: Replay2017,0,Reality-TV,0.0,0,0,USA,0
UFC Presents,2013,,0,1,0,UFC Presents2013,0,0,0.0,0,0,USA,0
UFC Presents,2013,,0,1,0,UFC Presents2013,0,0,0.0,0,0,USA,0
Summertime,2016,,0,1,0,Summertime2016,"Gabriele Muccino, Dale Nall",Drama,6.1,1500,0,Italy,2 wins & 2 nominations.
Summertime,2016,,0,1,0,Summertime2016,"Gabriele Muccino, Dale Nall",Drama,6.1,1500,0,Italy,2 wins & 2 nominations.
Summertime,2016,,0,1,0,Summertime2016,"Gabriele Muccino, Dale Nall",Drama,6.1,1500,0,Italy,2 wins & 2 nominations.
Summertime,2016,,0,1,0,Summertime2016,"Gabriele Muccino, Dale Nall",Drama,6.1,1500,0,Italy,2 wins & 2 nominations.
On Stage,2017,,0,1,0,On Stage2017,0,Music,0.0,0,0,USA,0
The Champion Within,2017,,0,1,0,The Champion Within2017,0,0,0.0,0,0,USA,0
Food Fetish,2011,,0,1,0,Food Fetish2011,Mark Millner,"Short, Comedy",0.0,0,0,USA,0
A Woman's Job,2017,,0,1,0,A Woman's Job2017,0,0,0.0,0,0,USA,0
OUT: Face to Face,2010,,0,1,0,OUT: Face to Face2010,0,Music,0.0,0,0,USA,0
Fantasy Forecast,2016,,0,1,0,Fantasy Forecast2016,0,0,0.0,0,0,USA,0
Fantasy Forecast,2016,,0,1,0,Fantasy Forecast2016,0,0,0.0,0,0,USA,0
The Mandalorian,2019,7+,0,0,1,The Mandalorian2019,Jon Favreau,"Action, Adventure, Sci-Fi",8.7,199249,93,USA,Won 7 Primetime Emmys. Another 12 wins & 28 nominations.
Star Wars: The Clone Wars,2008,7+,0,0,1,Star Wars: The Clone Wars2008,"Henry Gilroy, Steven Melching, Scott Murphy","Animation, Action, Adventure, Family, Fantasy, Sci-Fi",5.9,56300,93,USA,2 nominations.
Star Wars Rebels,2014,7+,0,0,1,Star Wars Rebels2014,"Simon Kinberg, Carrie Beck, Dave Filoni","Animation, Action, Adventure, Family, Fantasy, Mystery, Sci-Fi",8.0,27168,100,USA,Nominated for 4 Primetime Emmys. Another 7 wins & 25 nominations.
One Strange Rock,2018,all,0,0,1,One Strange Rock2018,0,Documentary,8.8,6237,83,USA,1 win & 3 nominations.
Boy Meets World,1993,all,0,0,1,Boy Meets World1993,"Michael Jacobs, April Kelly","Comedy, Drama, Family",8.1,38142,0,USA,5 wins & 17 nominations.
The Imagineering Story,2019,7+,0,0,1,The Imagineering Story2019,0,Documentary,9.1,1779,100,USA,0
Phineas and Ferb,2007,all,0,0,1,Phineas and Ferb2007,"Dan Povenmire, Jeff 'Swampy' Marsh","Animation, Action, Comedy, Family, Musical, Sci-Fi",7.9,33368,0,"USA, South Korea, China, Taiwan",Won 3 Primetime Emmys. Another 1 win & 40 nominations.
DuckTales,1987,7+,0,0,1,DuckTales1987,Jymn Magon,"Animation, Adventure, Comedy, Family",8.1,28846,0,USA,2 wins & 5 nominations.
Wizards of Waverly Place,2007,all,0,0,1,Wizards of Waverly Place2007,Todd J. Greenwald,"Adventure, Comedy, Drama, Family, Fantasy",6.8,28539,0,USA,Won 2 Primetime Emmys. Another 35 wins & 50 nominations.
Lizzie McGuire,2001,all,0,0,1,Lizzie McGuire2001,Terri Minsky,"Comedy, Drama, Family",6.6,16857,100,USA,Nominated for 2 Primetime Emmys. Another 8 wins & 20 nominations.
Kim Possible,2002,7+,0,0,1,Kim Possible2002,"Mark McCorkle, Bob Schooley","Animation, Action, Adventure, Comedy, Family, Mystery, Romance, Sci-Fi",7.2,22959,0,"USA, Philippines, South Korea",Nominated for 1 Primetime Emmy. Another 1 win & 14 nominations.
Recess,1997,7+,0,0,1,Recess1997,"Paul Germain, Joe Ansolabehere","Animation, Adventure, Comedy, Family",7.8,22195,0,USA,1 win & 13 nominations.
Wolverine and the X-Men,2008,7+,0,0,1,Wolverine and the X-Men2008,0,"Animation, Action, Adventure, Drama, Sci-Fi",8.0,9819,67,USA,0
That's So Raven,2003,all,0,0,1,That's So Raven2003,"Michael Poryes, Susan Sherman","Comedy, Family, Fantasy",6.6,17500,0,USA,Nominated for 2 Primetime Emmys. Another 16 wins & 29 nominations.
The Avengers: Earth's Mightiest Heroes,2010,7+,0,0,1,The Avengers: Earth's Mightiest Heroes2010,0,"Animation, Action, Family, Sci-Fi",8.3,12911,0,USA,8 nominations.
The World According to Jeff Goldblum,2019,7+,0,0,1,The World According to Jeff Goldblum2019,0,"Documentary, Comedy",7.8,1672,82,USA,0
Gargoyles,1994,7+,0,0,1,Gargoyles1994,Greg Weisman,"Animation, Action, Adventure, Comedy, Crime, Drama, Family, Fantasy, Mystery, Romance, Thriller",8.1,14205,0,USA,1 win & 12 nominations.
Gargoyles,1994,7+,0,0,1,Gargoyles1994,Greg Weisman,"Animation, Action, Adventure, Comedy, Crime, Drama, Family, Fantasy, Mystery, Romance, Thriller",8.1,14205,0,USA,1 win & 12 nominations.
The Suite Life of Zack & Cody,2005,all,0,0,1,The Suite Life of Zack & Cody2005,"Danny Kallis, Jim Geoghan","Comedy, Family",6.5,32075,0,USA,Nominated for 3 Primetime Emmys. Another 8 wins & 20 nominations.
Girl Meets World,2014,all,0,0,1,Girl Meets World2014,"Michael Jacobs, April Kelly","Comedy, Drama, Family, Music",7.2,12590,0,USA,Nominated for 3 Primetime Emmys. Another 3 wins & 16 nominations.
Darkwing Duck,1991,7+,0,0,1,Darkwing Duck1991,0,"Animation, Action, Adventure, Comedy, Family, Mystery, Sci-Fi",7.6,14458,0,USA,1 win & 11 nominations.
TRON: Uprising,2012,7+,0,0,1,TRON: Uprising2012,"Adam Horowitz, Edward Kitsis, Steven Lisberger, Bonnie MacBird","Animation, Action, Adventure, Family, Sci-Fi",8.2,7613,0,USA,Won 1 Primetime Emmy. Another 2 wins & 6 nominations.
The Suite Life on Deck,2008,all,0,0,1,The Suite Life on Deck2008,"Jim Geoghan, Danny Kallis, Pamela Eells","Action, Adventure, Comedy, Family",6.3,15568,0,USA,6 wins & 5 nominations.
TaleSpin,1990,all,0,0,1,TaleSpin1990,0,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Mystery",7.6,13196,0,USA,Won 1 Primetime Emmy. Another 5 nominations.
